,Nom,Age,Nationalité,General,Potentiel,Club,Valeur,Salaire
14983,Jesús Manuel Carrillo Martínez,21,Spain,62,73,C.D. Castellón,€900K,€1K
14984,Ayo Tanimowo,19,England,57,72,Brighton & Hove Albion,€375K,€4K
14985,Sam Packham,19,England,54,69,Bohemian FC,€240K,€500
14986,Sander Tangvik,19,Norway,55,73,Rosenborg BK,€300K,€500
14987,Jannes Wieckhoff,21,Germany,62,70,FC St. Pauli,€850K,€2K
14988,Néstor Querol Mateu,32,Spain,64,64,CE Sabadell FC,€475K,€2K
14989,Adrià Collet Sallares,20,Spain,60,71,CE Sabadell FC,€475K,€750
14990,Pedro Luis Capó Payeras,29,Spain,64,64,CE Sabadell FC,€500K,€2K
14991,David Trivunić,18,Serbia,59,73,Karlsruher SC,€500K,€550
14992,Daouda Peeters,22,Belgium,65,72,Standard de Liège,€1.4M,€3K
14993,Federico Brancolini,20,Italy,53,65,Lecce,€200K,€1K
14994,Ignacio Córdoba García,20,Spain,57,67,Albacete BP,€300K,€700
14995,Lucas Bernadou,21,France,64,70,FC Emmen,€925K,€2K
14996,Sekou Sidibe,21,Belgium,64,73,FC U Craiova 1948,€1.3M,€2K
14997,Behadil Šabani,20,Germany,59,71,FC Emmen,€525K,€850
14998,Franklin Nyenetue,21,Norway,60,72,Sandefjord Fotball,€600K,€700
14999,Armin Gremsl,27,Austria,62,63,SC Rheindorf Altach,€350K,€2K
15000,Francisco Da Costa Aragão,26,Brazil,65,68,Club Bolívar,€950K,€500
15001,Martín Rea,22,Uruguay,65,70,Gallos Blancos de Querétaro,€1M,€2K
15002,Eduardo Bravo,29,Mexico,59,59,Gallos Blancos de Querétaro,€150K,€1K
15003,Hernandes Rodrigues Da Silva,22,Brazil,63,70,Incheon United FC,€975K,€1K
15004,Jaimy Kroesen,18,Netherlands,58,71,SC Heerenveen,€400K,€500
15005,Jakub Bieroński,17,Poland,56,74,Podbeskidzie Bielsko-Biała,€350K,€500
15006,Brandon Domingues,22,France,66,76,ESTAC Troyes,€1.9M,€5K
15007,Milan Robin,20,France,61,72,FC Metz,€725K,€2K
15008,Alessandro Albanese,22,Belgium,66,72,KV Oostende,€1.4M,€3K
15009,Petar Karaklajić,20,Serbia,60,71,AEK Athens,€550K,€500
15010,Gustav Helling,18,Norway,53,67,Mjøndalen IF,€220K,€500
15011,Dialy Ndiaye,20,Senegal,59,71,Stade de Reims,€475K,€2K
15012,Fodé Doucouré,20,Mali,66,77,Stade de Reims,€1.8M,€5K
15013,Raúl Alberto Lozano,24,Argentina,68,72,Patronato,€1.6M,€5K
15014,Bastian Strietzel,22,Germany,60,68,FSV Zwickau,€525K,€500
15015,Umut Ünlü,17,Germany,53,74,FC Würzburger Kickers,€275K,€500
15016,William Simba,19,Belgium,56,70,Royal Excel Mouscron,€325K,€900
15017,Samy Benchamma,22,France,62,70,Chamois Niortais Football Club,€850K,€1K
15018,Joris Moutachy,24,France,64,68,Chamois Niortais Football Club,€775K,€1K
15019,Marco Ballarini,19,Italy,59,74,Udinese Calcio,€525K,€2K
15020,Pape Ibnou Ba,29,Mauritania,65,65,Pau FC,€725K,€2K
15021,Joel Cooper,25,Northern Ireland,60,60,Port Vale,€275K,€2K
15022,Danny Kim,22,Australia,53,59,Brisbane Roar,€150K,€850
15023,Armando Escobar,26,Mexico,62,63,Club Atlas,€425K,€2K
15024,Javier Ibarra,22,Mexico,58,65,Gallos Blancos de Querétaro,€425K,€2K
15025,Gustavo Gutiérrez,24,Mexico,64,70,Deportivo Toluca,€750K,€3K
15026,Edgar López,22,Mexico,60,67,Club Tijuana,€500K,€3K
15027,Omar Rodríguez,25,Mexico,60,63,Deportivo Toluca,€300K,€3K
15028,Gerson Vázquez,19,Mexico,56,70,Club Tijuana,€350K,€2K
15029,Matías Villarreal,28,Argentina,63,63,Club Atlético Aldosivi,€425K,€3K
15030,Franco Perinciolo,23,Argentina,61,67,Club Atlético Aldosivi,€525K,€2K
15031,Tsuyoshi Ogashiwa,22,Japan,65,70,Hokkaido Consadole Sapporo,€1.1M,€2K
15032,Nico Klaß,23,Germany,64,71,Eintracht Braunschweig,€1.1M,€3K
15034,Kieron Evans,19,Wales,55,72,Cardiff City,€325K,€3K
15035,Foday Manneh,21,Gambia,51,60,Vejle Boldklub,€130K,€2K
15036,Jacob Carney,21,England,53,66,Sunderland,€200K,€1K
15037,Luís Carlos Machado Mata,24,Portugal,67,71,Pogoń Szczecin,€1.4M,€3K
15038,Jorge Lumbreras,17,Mexico,57,72,Club Necaxa,€375K,€500
15039,Shi Chenglong,23,China PR,55,63,Henan Songshan Longmen FC,€240K,€1K
15040,Yusong Ni,29,China PR,55,55,Henan Songshan Longmen FC,€120K,€2K
15041,Manuel Semedo,20,Portugal,60,70,FC Sochaux-Montbéliard,€550K,€950
15042,Cheye Alexander,27,England,61,61,Gillingham,€325K,€2K
15043,Jonas Weyand,21,Germany,59,68,1. FC Kaiserslautern,€450K,€1K
15044,Matheo Raab,23,Germany,69,78,Hamburger SV,€2.7M,€5K
15045,Jesús Alcantar,17,Mexico,57,68,Club Necaxa,€325K,€500
15046,Alán Montes,20,Mexico,60,74,CF Monterrey ,€550K,€5K
15047,Julian Schwermann,21,Germany,63,72,Sportclub Verl,€1.1M,€500
15048,Thijs Oosting,21,Netherlands,66,75,Willem II,€1.9M,€3K
15049,MacKenzie O'Neill,18,Northern Ireland,53,72,Wigan Athletic,€240K,€500
15050,Bobby Jones,18,Republic of Ireland,53,70,Wigan Athletic,€210K,€500
15051,Jack Sanders,23,England,59,64,Kilmarnock,€300K,€1K
15052,Jairo Mungaray,19,Mexico,60,75,Club Atlas,€575K,€1K
15053,Lucas Mauragis,20,Australia,59,68,Wellington Phoenix,€475K,€500
15054,Edin Julardžija,19,Croatia,60,76,Dinamo Zagreb,€625K,€500
15055,José Pedro Ferreira Oliveira,20,Portugal,60,74,FC Paços de Ferreira,€525K,€850
15056,Haofeng Xu,23,China PR,53,58,Shenzhen FC,€130K,€1K
15057,Luis Lawrie-Lattanzio,19,Australia,55,68,Melbourne Victory,€300K,€1K
15058,Aaron Anderson,20,Australia,57,64,Melbourne Victory,€300K,€1K
15060,Kyle Hayde,19,England,51,57,Tranmere Rovers,€80K,€800
15061,Jake Burton,20,England,54,61,Tranmere Rovers,€220K,€2K
15062,Henry Rorig,22,Germany,62,69,VfL Osnabrück,€775K,€950
15063,Joshua Wehking,20,Germany,58,69,Fortuna Sittard,€375K,€1K
15065,Sphephelo Sithole,22,South Africa,70,78,Belenenses SAD,€3.4M,€4K
15066,Shandon Hopeau,22,United States,55,63,Seattle Sounders FC,€275K,€1K
15067,Ben Blythe,19,England,55,68,Doncaster Rovers,€275K,€900
15068,Alberk Koç,24,Turkey,59,63,İttifak Holding Konyaspor,€300K,€2K
15069,Iwo Kaczmarski,17,Poland,58,79,Empoli,€600K,€500
15070,Radosław Cielemęcki,19,Poland,57,71,Wisła Płock,€400K,€650
15071,Uniss Kargbo,18,Republic of Ireland,51,64,Cork City,€130K,€500
15072,Ritwik Kumar Das,25,India,55,58,Jamshedpur FC,€170K,€500
15073,Ammar Helac,24,Austria,64,68,Austria Lustenau,€675K,€1K
15074,Samson Okikiola Tijani,20,Nigeria,61,75,FC Red Bull Salzburg,€750K,€3K
15075,Lars Markmanrud,21,Norway,62,70,Sandefjord Fotball,€850K,€600
15076,Hikaru Naruoka,18,Japan,57,70,Shimizu S-Pulse,€375K,€500
15077,Bruny Nsimba,22,Belgium,61,68,Royal Antwerp FC,€675K,€3K
15078,Gustavo Maia Da Silva,19,Brazil,68,84,FC Barcelona,€3.1M,€28K
15079,Lasse Jürgensen,23,Denmark,63,69,Sportclub Verl,€700K,€500
15081,Oliver Bjerrum Jensen,20,Denmark,58,71,Randers FC,€500K,€2K
15082,Emmanuel Samba,19,France,55,66,Servette FC,€275K,€2K
15083,Nicolas Milanovic,20,Australia,54,62,Western United FC,€240K,€500
15084,Josh Barnes,20,England,53,65,Nottingham Forest,€220K,€5K
15085,Rezart Rama,20,Albania,53,66,Nottingham Forest,€210K,€5K
15086,Will Swan,21,England,56,66,Mansfield Town,€325K,€7K
15087,Morgan Thomas-Sadler,18,Wales,52,67,Nottingham Forest,€170K,€2K
15088,Marvin Rittmüller,23,Germany,65,69,1. FC Heidenheim 1846,€950K,€5K
15089,Miguel Ângelo Loureiro Carvalho,24,Portugal,64,70,SC Farense,€750K,€1K
15090,Marc Baró Ortiz,22,Spain,64,73,Cádiz CF,€1.3M,€5K
15091,Damian Warchoł,26,Poland,64,65,Wisła Płock,€700K,€2K
15092,Renzo Tesuri,26,Argentina,70,71,Atlético Tucumán,€1.9M,€7K
15093,Szymon Włodarczyk,19,Poland,59,75,Górnik Zabrze,€575K,€900
15094,Minos Gouras,24,Germany,65,70,SSV Jahn Regensburg,€1.1M,€3K
15095,Kevin Dąbrowski,24,Poland,61,69,Hibernian,€625K,€1K
15096,Nana Kofi Babil,18,Ghana,59,72,SC Rheindorf Altach,€525K,€1K
15097,Tyron Owusu,17,Switzerland,51,75,FC Luzern,€180K,€500
15098,Yevgen Cheberko,22,Ukraine,65,71,LASK Linz,€1M,€5K
15099,Sascha Korb,27,Germany,61,63,Sportclub Verl,€350K,€500
15100,Taras Gomulka,20,Australia,59,67,Melbourne City FC,€475K,€1K
15101,Riccardo Ladinetti,20,Italy,64,77,Cagliari,€1.4M,€5K
15102,Juan Flere,23,Argentina,63,70,Cádiz CF,€825K,€4K
15103,Joseph Efford,25,United States,65,68,Motherwell,€950K,€2K
15104,Ander Vitoria Agirre,30,Spain,66,66,UD Logroñés,€850K,€3K
15105,José Luis García Pérez,24,Spain,64,67,UD Logroñés,€800K,€2K
15106,Iago López Carracedo,22,Spain,64,73,CD Mirandés,€1.3M,€2K
15108,Álvaro Arnedo González,24,Spain,63,70,UD Logroñés,€950K,€2K
15109,Harvey Bunker,19,England,53,62,Forest Green Rovers,€200K,€1K
15110,Vlad Mitrea,21,Romania,56,68,CS Mioveni,€350K,€800
15111,Zaid Al-Hussaini,22,England,56,59,Crawley Town,€200K,€2K
15112,Jack Larkin,19,Republic of Ireland,50,62,Waterford FC,€110K,€500
15113,Mike Nzongong,19,Republic of Ireland,52,63,Waterford FC,€170K,€500
15114,Alex Phelan,20,Republic of Ireland,51,60,Waterford FC,€130K,€500
15115,Cosmin Dur-Bozoancă,23,Romania,59,68,FC Farul Constanța,€425K,€1K
15116,Esteve Peña Albons,23,Spain,63,71,FC Cartagena,€925K,€1K
15117,Lucas de Vega Lima,21,Brazil,64,75,FC Barcelona,€1.3M,€17K
15118,Manuel Viana Martínez,25,Spain,62,65,FC Cartagena,€525K,€2K
15119,Lautaro López,19,Argentina,58,70,San Lorenzo de Almagro,€425K,€1K
15120,Melvin Ramusović,21,Bosnia and Herzegovina,61,68,1. FC Heidenheim 1846,€625K,€3K
15121,Julian Stark,21,Germany,60,69,SC Freiburg II,€550K,€650
15122,Avan Jones,20,England,51,66,Luton Town,€130K,€3K
15123,Pablo López,25,Uruguay,69,72,Club Atlético River Plate,€1.9M,€500
15124,Eirik Asante Gayi,20,Norway,55,71,Odds BK,€325K,€600
15125,Niklo Dailly,20,Belgium,56,70,KV Mechelen,€350K,€2K
15126,Telmo Arcanjo,20,Cape Verde Islands,61,69,CD Tondela,€725K,€1K
15127,Mehmet Kurt,26,Germany,64,66,SV Wehen Wiesbaden,€650K,€2K
15128,Marvin Thiel,25,Germany,62,63,VfB Lübeck,€475K,€850
15129,Mitchy Ntelo,19,Belgium,58,72,Standard de Liège,€475K,€2K
15130,Louis Fortin,20,Belgium,58,69,KAA Gent,€375K,€2K
15131,Matteo Godfroid,17,Belgium,52,68,Standard de Liège,€170K,€500
15132,Gonzalo Montes,25,Uruguay,66,69,Gallos Blancos de Querétaro,€1.1M,€3K
15133,Marcos Celorrio Yécora,24,Spain,59,65,Sandefjord Fotball,€350K,€800
15134,Jonas Singer,22,Germany,56,63,1. FC Saarbrücken,€300K,€1K
15135,Marco Camus Muñoz,20,Spain,62,74,Racing Santander,€950K,€1K
15136,Arian Kabashi,24,Kosovo,57,64,FC Sion,€300K,€3K
15137,Emilio Estevez Tsai,21,Chinese Taipei,61,70,ADO Den Haag,€725K,€1K
15138,Gianmarco Cangiano,20,Italy,59,75,Bari,€600K,€4K
15139,Arman Taranis,18,Denmark,51,69,SønderjyskE,€150K,€900
15140,Jannick Liburd,19,Denmark,53,65,SønderjyskE,€220K,€1K
15141,Mads Steenberg,19,Denmark,50,65,SønderjyskE,€110K,€950
15142,Mads Winther,19,Denmark,52,66,SønderjyskE,€180K,€1K
15143,Felipe López,24,Mexico,64,69,Fútbol Club Juárez,€700K,€2K
15144,Mario Stefel,25,Austria,61,63,SC Rheindorf Altach,€400K,€2K
15145,Nosa Iyobosa Edokpolor,25,Austria,64,67,SC Rheindorf Altach,€700K,€3K
15146,Rúben Diogo Francisco Freitas,27,Portugal,67,67,CD Nacional,€975K,€4K
15147,Sean McAllister,18,Northern Ireland,59,75,Everton,€575K,€4K
15149,Gian Luca Schulz,21,Germany,60,69,F.C. Hansa Rostock,€550K,€1K
15150,Kevin Bemanga,22,France,60,68,Angers SCO,€550K,€4K
15151,Yanis Hamache,22,France,73,80,Boavista FC,€6M,€10K
15152,Teddy Boulhendi,21,Algeria,63,74,OGC Nice,€925K,€4K
15153,Ross Doohan,24,Scotland,62,66,Tranmere Rovers,€450K,€2K
15154,Charlie Wiggett,18,England,58,76,Newcastle United,€475K,€2K
15155,Guram Giorbelidze,26,Georgia,68,69,Zagłębie Lubin,€1.3M,€5K
15156,Eliel Peretz,24,Israel,67,71,RZ Pellets Wolfsberger AC,€1.5M,€5K
15157,Alexandre Jankewitz,20,Switzerland,60,76,BSC Young Boys,€650K,€3K
15158,Christian Norton,21,Wales,58,68,Cheltenham Town,€450K,€1K
15159,Seamas Keogh,20,Republic of Ireland,56,64,Sligo Rovers,€300K,€500
15160,Martín Solar Ruiz,22,Spain,62,73,Granada CF,€900K,€2K
15161,Javier Ajenjo Hyjek,21,Poland,59,70,Śląsk Wrocław,€500K,€1K
15162,Ludvig Carlius,21,Sweden,53,66,Mjällby AIF,€230K,€500
15163,Ever Urrutia,20,Venezuela,61,69,Estudiantes de Mérida,€725K,€500
15164,Max Thompson,20,England,60,67,Sunderland,€500K,€2K
15165,Barne Pernot,22,Germany,61,70,Sportclub Verl,€700K,€500
15166,Fabian Brosowski,22,Germany,56,64,Sportclub Verl,€325K,€500
15167,Anders Klynge,21,Denmark,66,74,Silkeborg IF,€1.9M,€3K
15168,Mathias Brems,19,Denmark,54,70,Odense Boldklub,€275K,€1K
15169,Cameron Antwi,19,England,56,69,Blackpool,€325K,€1K
15170,Andreas Bredahl,18,Denmark,52,66,FC Nordsjælland,€190K,€850
15171,Matheus de Barros da Silva,23,Brazil,67,72,Moreirense FC,€1.4M,€4K
15172,Fabrício I. Fonseca de Jesus,28,Brazil,69,69,SC Farense,€1.4M,€4K
15173,Miguel Bandarra Rodrigues,24,Portugal,62,67,SC Farense,€550K,€1K
15174,Cássio Fernando Scheid,26,Brazil,64,67,SC Farense,€675K,€2K
15175,Duncan Turnbull,22,United States,55,65,Portsmouth,€250K,€1K
15176,Callum Smith,20,Scotland,56,68,Hamilton Academical FC,€350K,€1K
15177,Yasser Sahfi,22,Saudi Arabia,53,62,Al Faisaly,€210K,€2K
15178,Zach Robinson,19,England,57,69,AFC Wimbledon,€400K,€1K
15179,Nico Mai,19,Germany,58,68,1. FC Magdeburg,€425K,€550
15180,Alexander Höck,19,Germany,57,68,Viktoria Köln,€325K,€550
15181,Ziyad Larkeche,19,France,56,72,Barnsley,€350K,€4K
15182,Jamie Armstrong,18,Scotland,49,65,Carlisle United,€120K,€650
15183,Charlie Barnes,18,England,52,66,Carlisle United,€180K,€550
15184,Liam Lightfoot,18,England,51,62,Carlisle United,€120K,€550
15185,Tom Wilson,18,England,50,63,Carlisle United,€100K,€500
15186,Francisco González Verjara,23,Spain,64,72,Atlético de Madrid,€1.2M,€8K
15187,Rafiki Saïd,22,Comoros,63,71,Nîmes Olympique,€1.1M,€1K
15188,Idrissa Dioh,21,France,55,63,Stade Brestois 29,€275K,€2K
15189,Patrick Trindade,18,France,56,67,Pau FC,€250K,€500
15191,Louis Morison,18,England,48,67,Exeter City,€120K,€650
15192,Lewis Wilson,18,England,49,64,Exeter City,€110K,€850
15194,Rareș Dogaru,16,Romania,58,69,Gaz Metan Mediaş,€425K,€500
15195,Emil Hellman,21,Sweden,59,71,Helsingborgs IF,€525K,€500
15196,Teddy Sharman-Lowe,18,England,53,72,Chelsea,€210K,€1K
15197,Tom Hewlett,19,England,51,67,Burton Albion,€150K,€850
15198,Tom Armitage,18,England,52,67,Burton Albion,€180K,€500
15199,Anders Hoff,18,Denmark,54,72,AC Horsens,€240K,€500
15200,Tom Reyners,20,Belgium,58,69,Waasland-Beveren,€450K,€1K
15201,Christos Chatzigiannakis,19,Greece,55,70,Panathinaikos FC,€250K,€500
15202,Nikola Čumić,22,Serbia,67,76,FC Luzern,€2.3M,€500
15203,Stefan Wächter,22,Germany,58,65,Türkgücü München,€400K,€750
15204,Jamie-Liam Shalom,18,Germany,54,68,VfB Lübeck,€250K,€500
15205,Charly Jan,21,France,59,71,FC Nantes,€475K,€2K
15206,Jordaine Jäger,17,United States,55,71,Türkgücü München,€275K,€500
15207,Lucas Margueron,21,France,59,66,Clermont Foot 63,€400K,€1K
15208,Nikola Petković,23,Serbia,61,66,FC Chambly Oise,€500K,€1K
15209,Patrick Hobsch,25,Germany,62,63,VfB Lübeck,€475K,€900
15210,Kenta Inoue,22,Japan,63,69,Oita Trinita,€775K,€1K
15211,Ryan Malone,29,United States,68,68,F.C. Hansa Rostock,€1M,€6K
15212,Tim Weißmann,23,Germany,59,63,VfB Lübeck,€300K,€600
15213,Moritz Schulze,21,Germany,59,68,SC Paderborn 07,€450K,€2K
15214,Pascal Steinwender,24,Germany,63,66,Sportclub Verl,€650K,€550
15215,Pablo Abel Argañaraz,22,Argentina,66,73,Club Atlético Central Córdoba,€1.8M,€4K
15216,Luis Sequeira,18,Argentina,62,77,San Lorenzo de Almagro,€925K,€950
15217,Agustin Hausch,19,Argentina,61,78,San Lorenzo de Almagro,€850K,€2K
15218,Mariano Peralta Bauer,24,Argentina,66,71,Unión de Santa Fe,€1.3M,€4K
15219,Filip Bundgaard,17,Denmark,61,77,Randers FC,€825K,€550
15220,Johan Karlsson,21,Sweden,59,69,Kalmar FF,€475K,€500
15221,Luís Miguel Castelo Santos,22,Portugal,64,73,Boavista FC,€1.3M,€3K
15222,Lucas Felippe,20,Brazil,63,74,Hellas Verona,€1M,€4K
15223,Leandro Sanca,22,Portugal,65,72,Spezia,€1.5M,€5K
15225,Isaac Asante,19,Belgium,56,70,Oud-Heverlee Leuven,€350K,€1K
15226,Andrea Ghion,22,Italy,60,71,Perugia,€525K,€4K
15227,Jakub Sypek,21,Poland,59,69,Widzew Łódź,€500K,€850
15228,Festus Arthur,21,Germany,59,71,Hull City,€525K,€2K
15229,Mathias Kvistgaarden,20,Denmark,64,75,Brøndby IF,€1.3M,€3K
15230,Ayoub Yousfi,17,Spain,58,78,Angers SCO,€550K,€500
15232,Kai Koreniuk,23,United States,57,65,LA Galaxy,€375K,€1K
15233,Nikell Touglo,19,Germany,57,69,Fortuna Düsseldorf,€375K,€2K
15234,Dennis Gorka,20,Germany,60,74,Fortuna Düsseldorf,€525K,€2K
15235,Mathis Picouleau,22,France,62,71,Valenciennes FC,€900K,€1K
15236,Christopher Engelhart,20,Mexico,57,69,Deportivo Toluca,€400K,€3K
15237,Felice D'Amico,19,Italy,61,78,Chievo Verona,€850K,€500
15240,Kazuki Fujimoto,22,Japan,61,67,Oita Trinita,€525K,€800
15241,Masato Sasaki,19,Japan,61,70,Kashiwa Reysol,€600K,€600
15242,Boubacari Doucouré,21,France,58,67,FC Chambly Oise,€425K,€650
15243,Lucas Camelo,21,France,59,69,FC Chambly Oise,€475K,€650
15244,Hugo Gambor,18,France,56,68,Paris FC,€300K,€500
15245,Youssoupha Ndiaye,24,Senegal,63,69,Paris FC,€700K,€2K
15246,Peder Meen Johansen,17,Norway,52,71,Sandefjord Fotball,€200K,€500
15247,Mark Marleku,20,Kosovo,52,66,FC Luzern,€190K,€2K
15248,Jesús Ruiz Suárez,24,Spain,62,70,AD Alcorcón,€775K,€1K
15249,Felix Kerber,18,Austria,56,70,WSG Tirol,€325K,€850
15250,Andrea Ghezzi,19,Italy,59,74,Brescia,€525K,€500
15251,Alan Kerouedan,21,France,61,70,Rodez Aveyron Football,€700K,€700
15252,Daouda Gueye,25,Senegal,59,62,Olympique de Marseille,€300K,€6K
15253,Axel García,20,Mexico,50,62,Mazatlán Futbol Club,€110K,€1K
15254,Ricardo Rodríguez,20,Mexico,53,66,Mazatlán Futbol Club,€200K,€1K
15255,Jorge Padilla,27,Mexico,65,65,Mazatlán Futbol Club,€700K,€3K
15256,Robin Østrøm,19,Norway,60,72,Silkeborg IF,€550K,€950
15257,Reda Kharchouch,26,Netherlands,65,66,Excelsior,€850K,€2K
15258,Fredrik Holmé,19,Norway,53,70,Vålerenga Fotball,€230K,€500
15259,Ugo Bertelli,18,France,61,75,Olympique de Marseille,€750K,€2K
15260,Pyry Hannola,19,Finland,56,73,HJK Helsinki,€375K,€500
15261,Carlos Avilez,21,Mexico,52,62,FC Dallas,€160K,€600
15262,Luděk Vejmola,25,Czech Republic,61,66,FK Haugesund,€375K,€600
15263,Kieran Offord,18,Scotland,52,70,St. Mirren,€200K,€550
15264,Oscar Schönfelder,21,Germany,63,74,SSV Jahn Regensburg,€1.1M,€4K
15265,Téo Herr,19,France,54,65,1. FC Saarbrücken,€230K,€650
15267,Rasim Bulić,20,Germany,58,66,1. FC Saarbrücken,€425K,€700
15268,Jayson Breitenbach,22,Germany,62,69,1. FC Saarbrücken,€775K,€1K
15269,Erol Alkan,27,Turkey,59,61,Finn Harps,€240K,€500
15270,Mario Müller,29,Germany,62,62,1. FC Saarbrücken,€350K,€1K
15271,Lenn Jastremski,21,Germany,62,73,FC Erzgebirge Aue,€900K,€800
15272,Nico Lemoine,21,United States,54,66,Houston Dynamo,€275K,€950
15274,Pablo Bonilla,22,Venezuela,60,64,Portland Timbers,€325K,€1K
15275,Enes Salik,19,Turkey,53,69,Yeni Malatyaspor,€210K,€650
15276,Muhammet Arslantaş,21,Turkey,59,69,İstanbul Başakşehir FK,€500K,€5K
15277,Emre Kaplan,20,Turkey,59,72,Atakaş Hatayspor,€525K,€4K
15278,Tristan Prendergast,25,Australia,53,58,Western Sydney Wanderers,€110K,€1K
15279,Leandro Morante,23,France,62,69,La Berrichonne de Châteauroux,€750K,€1K
15280,Baptiste Canelhas,20,France,59,72,La Berrichonne de Châteauroux,€550K,€850
15281,Jabez Makanda Maleko,18,Angola,59,71,Eintracht Frankfurt,€525K,€2K
15282,Marlon Suliman Mustapha,21,Austria,64,74,1. FSV Mainz 05,€1.3M,€5K
15283,Marius Liesegang,21,Germany,58,64,SG Dynamo Dresden,€275K,€1K
15284,Junior Kadile,19,France,65,79,Futebol Clube de Famalicão,€1.7M,€6K
15285,Trym Sølvberg Ur,20,Norway,52,66,Viking FK,€170K,€500
15286,Huseyin Biler,20,England,55,64,AFC Wimbledon,€275K,€1K
15287,Jacob Ballinger,18,England,53,67,Northampton Town,€210K,€500
15288,Ismaël Doukouré,18,France,63,77,RC Strasbourg Alsace,€1M,€1K
15289,Daan Vekemans,21,Belgium,62,71,Oud-Heverlee Leuven,€900K,€2K
15290,Nuno Miguel Oliveira Borges,34,Cape Verde Islands,66,66,Casa Pia,€300K,€2K
15291,Zain Walker,18,England,57,68,Bristol Rovers,€350K,€1K
15292,Mabrouk Rouai,19,France,61,73,CD Nacional,€775K,€1K
15293,Ippei Takahashi,17,Japan,54,72,Vissel Kobe,€240K,€500
15294,Harry Hagan,18,England,53,69,Everton,€220K,€2K
15295,Hidemasa Koda,17,Japan,55,70,Nagoya Grampus,€300K,€500
15300,Dixon Contreras,19,Chile,51,65,Club Deportivo Palestino,€120K,€500
